Date,CAC,ASX,NASDAQ,KOSPI,AUD,USD,KRW
12/31/99,#N/A,#N/A,0.00655867653725761,#N/A,0.00512811786284284,0.000993048659384321,-0.00112358862412454
01/03/00,-0.00687274265229121,#N/A,0.0223095449359869,#N/A,-0.0163175064713913,-0.0187098031572794,-0.0117441229667365
01/04/00,-0.0414626768310921,-0.00769798248708986,-0.0644629407341943,#N/A,-0.00915348827772033,-0.00446255335661616,-2.61119722873016E-05
01/05/00,-0.0339067915839508,-0.0242428160455118,-0.0109666685466132,#N/A,0.00476030053983578,-0.000581733566026865,-0.011157588237286
01/06/00,-0.00539993065313793,-0.00642660748004098,-0.0474722793251808,#N/A,-0.00762068563632812,-0.000484543075879418,-0.0109506735148753
01/07/00,0.0164216869017322,0.00803520821525017,0.0565102475148243,#N/A,0.00475707381045232,0.00291573525123923,0.0108543822321199
01/10/00,0.0192269852931886,0.0200436594562412,0.0532099954669085,#N/A,0.00535022274869701,0.00351116746318136,0.00705401359720836
01/11/00,-0.00570657371788064,0.0249027237354087,-0.0465539179159684,#N/A,-0.00492322573487036,-0.00764614789005014,-0.0180463629339971
01/12/00,-0.00559325958780876,-0.0229055935206277,-0.0186804350586144,#N/A,0.00274323576309832,0.00213385063045601,0.00300984175862928
01/13/00,0.00908911777877286,-0.003076026421448,0.0385090881908146,#N/A,0.0201723910834986,0.00565743269605923,0.0136318088143541
01/14/00,0.0273732345861351,0.0118548832375198,0.0256528094615844,#N/A,0.00996522057477578,0.0125432098765432,0.0224524405781819
01/17/00,0.00956208617281562,0.0019580150221481,#N/A,#N/A,-0.000514355185635584,0.000988630746416197,0.00456359014193897
01/18/00,-0.029066642933672,0.00208233221207754,0.0143167941609939,#N/A,-8.21069260830143E-05,-0.0012835703001578,-0.00660532747440201
01/19/00,-0.00414070280894419,-0.0151854219948849,0.00881105333468146,#N/A,-0.00271847620703236,0.000889415950192651,-0.00529436684914675
01/20/00,0.0106700463407121,0.0103879240383056,0.0134137366159397,#N/A,-0.00206136395510648,-0.00521038143924513,0.00186367807052035
01/21/00,-0.00497745956908724,-0.0125622489959839,0.00213965546861594,#N/A,0.00368180742109003,0.00822678164337409,0.00643755931570178
01/24/00,0.00167918723113636,-0.00120387844081482,-0.0490914191316273,#N/A,-0.0114584390654994,0.00138957816377161,0.00406232614819424
01/25/00,-0.0164052533360511,-0.00684105938691082,0.0268099077837507,#N/A,0.00919991586621882,0.00719784064780571,0.00451674612966624
01/26/00,0.00872175078159887,#N/A,-0.0366842151466704,#N/A,-0.00593732388904311,-0.000599460485562919,-0.000776784924795604
01/27/00,0.0074437863953869,0.000885623380457279,-0.00774879114991944,#N/A,0.0171501903644469,0.01295415443781,0.014935042562044
01/28/00,0.00750657044661462,0.00432588320115346,-0.0409167443607976,#N/A,-0.0205914376572029,0.0139558748075934,0.018482463534413
01/31/00,-0.0124305319269592,0.0050903869999348,0.0359591773960937,#N/A,0.0123618563483245,0.0053646961724958,0.00267894898770704
02/01/00,0.0200731119949256,-0.00256476852152443,0.0368986428761502,#N/A,-0.0100854364575617,-0.00288036210266429,-0.00553698635993949
02/02/00,0.0300411194751118,0.0123685837971552,0.00612678225070096,#N/A,0.00478114893970161,-0.00419995902478998,-0.00772491492204741
02/03/00,0.0341037118748382,0.0103205478571198,0.0340183543386154,#N/A,-0.0161041812194392,-0.0139393939393939,-0.0135028907937275
02/04/00,0.0204970348002413,-0.00754200610997968,0.00602675557494359,#N/A,0.00747522952949598,0.00763358778625944,0.00807983826800718
02/07/00,-0.0114950953834779,0.00583576490204263,0.0152205390811926,#N/A,-0.00456494977058419,0.00173327895595432,0.00191076536257295
02/08/00,0.0151654367316936,-0.000733207944148773,0.032905876430718,#N/A,-0.00608510960433606,-0.00466815506393337,-0.00484447602849258
02/09/00,-0.00413804492462266,0.00488100555094762,-0.0232132264440271,#N/A,-0.00232689307637335,-0.00845240491044463,-0.00315473298654689
02/10/00,-0.0102174883602271,0.0134607447855488,0.0306264898726458,#N/A,0.00194517255047377,0.00893401015228412,0.0116365119651922
02/11/00,0.0128054359873186,-0.00783134417191367,-0.0296112469437653,#N/A,-0.00236912562530833,-0.00141930251419298,0.00305863783327687
02/14/00,-0.00297279628949221,-0.0142392574116756,0.004343783778336,#N/A,0.0021550287707448,0.00807358201328556,-0.00266012072332433
02/15/00,-0.0280282436123235,0.00964063801165849,0.00273448181569602,#N/A,-4.57117349669245E-05,-0.00275173257236028,-0.00186607691745111
02/16/00,-0.00760919340252075,-0.000602734511309211,0.000235174617153167,#N/A,0.000384264070089735,-0.00547334279343192,-0.00458931909813742
02/17/00,0.0179763722096433,-0.00304723209751134,0.0318686733517262,#N/A,-0.00127177513355725,-0.00111369849144483,-0.00377031099545688
02/18/00,-0.0149862874819657,-0.00824630667345905,-0.0386946172231407,#N/A,-0.00323457059751242,0.00152098965727054,0.000633902863951485
02/21/00,-0.0157421091523278,0,#N/A,#N/A,-0.00434927762381376,-0.00101296596434375,-0.00366045810401416
02/22/00,-0.000665294740652245,-0.00574657292368941,0.000852297799911694,#N/A,-0.0209311207486549,-0.0165371587965729,-0.0182716611620114
02/23/00,0.0113930015377366,0.00132386180174349,0.050630742757229,#N/A,-0.00526002749282284,0.000997207818109303,0.000115271952190632
02/24/00,0.00788062176165805,-0.000483699332494925,0.0198940550443756,#N/A,0.00117427282089921,0.00997079262765621,0.00290188069325437
02/25/00,0.018072705378382,0.00374241837656464,-0.0175097870939679,#N/A,0.0198585597581282,0.0191952371176352,0.025475489459029
02/28/00,-0.0138818868119652,-0.00144638724607871,-0.00393674406137967,#N/A,0.00175771069226571,0.00257281053823188,0.00434101655329044
02/29/00,0.0144574641185176,0.00576174075385461,0.0251818179633985,#N/A,0.0140817654488841,0.00736056396433771,0.0101219201835341
03/01/00,0.0105573287503069,0.0200345644242463,0.00985952462420392,#N/A,-0.0308268483530653,-0.00904047667967944,-0.0060522173632368
03/02/00,0.0353610429134061,0.0102284136546187,-0.0173473721342026,#N/A,0.0118777181785612,0.00954158888197476,0.0172101353569496
03/03/00,0.00564410926970838,0.00397540219889425,0.0492671682891461,#N/A,0.00750554056717911,0.00468896530165663,0.00424024311974436
03/06/00,0.00489245652898096,-0.00575388232382601,0.00322089100063705,#N/A,-0.0103378678910602,0.000521267723102792,0.000968328164444365
03/07/00,-0.0159074729834187,0.00575606720597377,-0.0148860938979356,#N/A,0.00623042920696038,-0.000416840350145886,3.00005795144109E-05
03/08/00,-0.0150391580058524,-0.00761020881670527,0.0124919434366624,#N/A,0.00417792652894189,-0.000937011972930835,-0.00138342081476595
03/09/00,0.0123657007046527,-0.00620343526917921,0.0316217091648521,#N/A,0.00537121176202593,-0.00589939971020492,-0.0085574227056322
03/10/00,0.0135208136462917,0.000407779171894607,0.000196238329270404,#N/A,0.00206397735821295,0.00353136684669719,0.0062217994655891
03/13/00,-0.0266271189564811,-0.00106606465368575,-0.0349584492365647,#N/A,0.000836159415852134,-0.0017625712804562,-0.00265385469895585
03/14/00,0.00211774471234505,-0.00225995793967171,-0.0451364416734437,#N/A,-0.00636457184932437,-0.00361570247933884,-0.00201179286072217
03/15/00,-0.0254174966734119,-0.00597728631201433,-0.0229430398463208,#N/A,-0.00112729252601695,0.000827129859387821,0.000827129859388043
03/16/00,0.0112442518428035,0.00382947748203954,0.0540725082990112,#N/A,-0.00795552057065663,-0.00422114691650366,-0.00315137554345069
03/17/00,0.00731002328022723,0.00901696197742607,0.0200122664718732,#N/A,-0.0080798360644696,-0.000720164609053553,-0.000899054661933962
03/20/00,0.00765035816937076,0.0116547931508562,-0.0403787904379062,#N/A,0.000619360829791082,-0.00102774922918802,-0.00165327975565699
03/21/00,-0.00498070841289511,0.00342835963801469,0.0441617873109372,#N/A,0.013096401493077,0.00944081336238201,0.0111593953922999
03/22/00,-0.00657820837954271,0.00849544447180484,0.0331465636399189,#N/A,-0.00520781189705044,0.00301768990634765,0.00617325117796308
03/23/00,-0.00174860533595356,-0.00842387986814797,0.0138813655556786,#N/A,-0.0100920040171125,-0.0109098394400989,-0.00823541809563766
03/24/00,0.0153071561553273,0.000831076089633065,0.0066493299174788,#N/A,-0.000659517741520954,-0.00542532500767745,-0.00407887914803062
03/27/00,0.0136056666446689,-0.00725818852837146,0.00279648137846067,#N/A,0.0164118254231778,0.0107604759441284,0.00712464689396963
03/28/00,0.0113860964059,0.000712537563121396,-0.0257910655871855,#N/A,0.0125460759443443,0.00645631573466621,0.00645631573466621
03/29/00,-0.00288460064681273,-0.00133118692341028,-0.0369748155840983,#N/A,0.00295593066189781,0.00935463527433278,0.01199382781089
03/30/00,-0.0294613156907715,-0.00985771412629044,-0.0370940116721645,#N/A,-0.00761900569080753,-0.00988656467894677,-0.0080083007095032
03/31/00,-0.0043982881995368,-0.0190350959581728,0.0347396234050714,#N/A,-0.00373309919124687,0.0051255230125522,0.00694475472841227
04/03/00,-0.024781858241662,0.0184150895222288,-0.0729494479107926,#N/A,0.00307038005895466,0.00125680770842052,-0.00522498424941142
04/04/00,0.0149536643573609,-0.00445001566906922,-0.0105101274950822,-0.0182373505988667,-0.0119980345974932,-0.00562382836908981,-0.00633856416181644
