Date,DayNumber,Price,PriceStdDev,Delta,DeltaStdDev,PortfolioValue,InvestedCash
2005-01-04,0,1011.0529122801611,0.0970859858255485,"[0.10965897799016583, 0.049329842969116924, 0.2700388220678517, 405.54807411840903, -200.08528859400505, -423.91668517365764, -332261.75401466957]","[0.00018239159545451895, 3.582128254013949e-05, 0.0006338304117501744, 1.0906654711505037, 0.14384189206435372, 0.9952217174112558, 893.2551475746404]",1000.0,575.5942189853079
2005-01-05,1,1005.0124035293868,0.09701044486155586,"[0.11166961579934229, 0.05068905527327672, 0.260409204920347, 396.59218416347926, -204.52807592128084, -406.79705597258743, -324517.95199284435]","[0.00017307873317565716, 4.706770709374104e-05, 0.0005410269881376893, 0.9287269720088278, 0.18844960482000553, 0.8446568656355333, 759.6679002817654]",993.7169889366332,565.4896857720166
2005-01-06,2,1002.6834294123465,0.09977295601840774,"[0.09869240150649553, 0.05237835310169116, 0.2798350070537634, 465.83148646995227, -210.74268317160283, -435.4379784515633, -375168.48023189977]","[0.0001806618515592662, 5.93510364944944e-05, 0.0006045743121146474, 1.1930630119596284, 0.2375443597289942, 0.9409840392936455, 960.5220092873475]",991.4121976598574,610.3369472764791
2005-01-07,3,1006.4950397570007,0.09747380047477722,"[0.09569937049177489, 0.049041988483999856, 0.27534952126501216, 490.5026423605836, -199.02171258471174, -430.29158948269975, -394565.03174536023]","[0.0001816355534056035, 3.5910151513916654e-05, 0.0006174210221632516, 1.2911919161027225, 0.14430411139997665, 0.9653065667467645, 1038.4404811633285]",995.7691903851257,624.1580947462107
2005-01-10,4,1008.2840916151315,0.09679576101603303,"[0.09815856267749958, 0.04823128691229927, 0.280293358396302, 475.11287078619665, -196.29331710323106, -437.9713065353821, -384225.13745274383]","[0.00018719358305036186, 2.638647558667392e-05, 0.0006391478774362797, 1.2642424349670394, 0.10611419341443848, 0.9993715942259874, 1022.6422537789862]",997.7660763728479,616.5020225323217
2005-01-11,5,1006.335928813405,0.09414649184248249,"[0.10343749048293427, 0.0484004354780854, 0.28839591152889454, 389.3678803274187, -196.8210888081926, -447.534893276733, -318932.45887612854]","[0.00018598013046881973, 2.960527650433313e-05, 0.0006224702442681993, 0.9017791542214966, 0.11905382886580762, 0.9660434226550009, 738.30557618967]",996.0841510729075,597.4991145846996
2005-01-12,6,1003.9830580723553,0.09405814696965376,"[0.11059211197110623, 0.049088253549452385, 0.2500901665506127, 403.68700022865266, -199.4367307721603, -391.0411875459816, -329227.9049434709]","[0.0001741936030911005, 3.570944836191034e-05, 0.00047367331432372967, 0.8828214879829708, 0.14365352591932215, 0.739850826975392, 719.8266207813907]",994.2637832841272,571.7350050105108
2005-01-13,7,1003.4017002353579,0.09196464393533953,"[0.10050289971048484, 0.04894749791715226, 0.2825058614628356, 375.3591848439953, -198.78482012228312, -436.2611131648661, -308135.03556578554]","[0.0001848845853669827, 3.4906484629015176e-05, 0.0006204782924181231, 0.8048796915841706, 0.14038193062019527, 0.9573681034631853, 660.5914462275564]",993.9100165927996,608.3559685562279
2005-01-14,8,1014.6580861099245,0.09081493827149602,"[0.10973315365999195, 0.049136347262849794, 0.28107036362889765, 290.2239791003176, -199.11462275061723, -437.9694174927348, -244605.0890433247]","[0.00018074369159735542, 3.5710230844261196e-05, 0.0006168845439962417, 0.6773282593235613, 0.14331575424359036, 0.9617230815595578, 571.0583683615201]",1005.2220262918499,581.6642891308347
2005-01-17,9,1021.2597624738029,0.08888316812325295,"[0.10278439327976026, 0.04840678477177293, 0.3043273024691455, 228.9832533581, -196.88759886841555, -474.16029460378854, -196848.26469503465]","[0.0001926444276976242, 2.9496487841921834e-05, 0.0006565587301508569, 0.5791762042020355, 0.11867023403427476, 1.0243833292444275, 498.1693359190974]",1012.2520067101442,612.7150933787514
