Date,DayNumber,Price,PriceStdDev,Delta,DeltaStdDev,PortfolioValue,InvestedCash
2000-07-05,0,930.4192164007809,0.11902624206218795,"[0.028820409209587297, 0.05018731843699209, 0.028306810776095783, 221.61815858157502, -166.46195201637335, -103.24516739300861, -176739.53926374184]","[0.00011017400896334987, 0.0001126404882694346, 0.0002033242062358862, 1.218481924729205, 0.3732638901499975, 0.741711066813781, 972.292852999758]",1000.0,813.3943406204112
2000-07-06,1,934.3325482113634,0.10832373154541923,"[0.03160705986060485, 0.05355166664179825, 0.01873484414640621, 208.89377581560657, -176.82331108191642, -70.96166081563325, -167517.52663558975]","[0.00011628510525313734, 0.00013215959933548366, 0.0001525800428966656, 1.1886278387518132, 0.43578608267621727, 0.5782779978758851, 953.7640348584235]",1004.6521868334526,800.2473390552531
2000-07-07,2,940.1679853644642,0.10022331873615997,"[0.024431947867759533, 0.05952898248409435, 0.01577640760803819, 219.0203827774921, -196.3753934435527, -60.47739398104681, -176060.51012275685]","[0.00010217317833346342, 0.00016226907845624095, 0.00014819833416384253, 1.2312728824111965, 0.535053109015009, 0.5685844038106193, 990.5898189809202]",1009.5707130793344,848.672493280137
2000-07-10,3,937.8975132116342,0.09993784252032557,"[0.031085337840097062, 0.05250592977264501, 0.0201543917762476, 181.00347362255195, -174.1528716740801, -75.86884136705417, -147093.70332740317]","[0.000114399743270296, 0.0001349011128955594, 0.00016153617116172628, 1.104833585663759, 0.4471487914202885, 0.6084298111335853, 898.3522009174642]",1009.1281285460261,807.0287667771328
2000-07-11,4,934.3242856907302,0.10879245761924268,"[0.028660045568590083, 0.051639290922465615, 0.021944705660103456, 222.47896271297463, -171.23499372412255, -81.99300800815017, -177986.47402026865]","[0.00011083197738380877, 0.0001220652624199635, 0.00016816444841013107, 1.2236057385662353, 0.40440859771383, 0.6285996673740504, 979.6344626898635]",1006.5237222259627,820.0990208964594
2000-07-12,5,940.1830274643926,0.09259089734622174,"[0.026861102291477732, 0.05507423728604877, 0.01154332163000882, 217.10948480390235, -182.26839543362277, -44.88755567259797, -174455.54067493114]","[0.00010418210573814914, 0.00014431481084475106, 0.000118955192700435, 1.2073840122929227, 0.4772874184646746, 0.4630424872269277, 970.9762309097059]",1012.2106195984136,836.1694336411737
2000-07-13,6,943.8821462449603,0.0804196073808091,"[0.02523230525941508, 0.06309512962001063, 0.008436617429545195, 185.62684030106965, -208.02891129282136, -33.254009559080416, -150615.0595066408]","[0.00010485227482783043, 0.00015519209118905128, 9.946965840140858e-05, 1.0964784581883966, 0.5115816786740711, 0.3925946379917522, 890.3263366565983]",1015.1866414562496,848.9280932373592
2000-07-14,7,939.477246302926,0.08755355118035217,"[0.022818290460152782, 0.05849833333968774, 0.004567634275036895, 250.89949267984275, -192.6840380094163, -18.366757986195587, -199171.47848177134]","[9.33962130763457e-05, 0.00014066489860764533, 7.380445569242711e-05, 1.2166452483144465, 0.46268255392561125, 0.29730876035908355, 966.6979865675307]",1012.7407613377904,862.4196345116202
2000-07-17,8,939.7426041284588,0.08683145916737102,"[0.02002532863149837, 0.05646107760390951, 0.0038611234925303058, 258.96950846250286, -186.5054884365364, -15.59850509608466, -205552.68065100422]","[8.237259079010206e-05, 0.00012977027876100205, 6.890148917877259e-05, 1.2192273343461402, 0.428199477395337, 0.2788673637521221, 968.6448770314457]",1014.4040469602182,881.4875416485836
2000-07-18,9,931.8340318561459,0.09725002853548488,"[0.02403139790090286, 0.053113611859223676, 0.007806738476431968, 271.94492516714297, -174.76029601784757, -30.778186139030744, -212563.51573114036]","[9.446455996616191e-05, 0.0001059658265384655, 8.876569386085258e-05, 1.2341323916711622, 0.34755168045231083, 0.35046073814470885, 964.9448453425978]",1008.4259550414046,851.5969915271426
