Date,DayNumber,Price,PriceStdDev,Delta,DeltaStdDev,PortfolioValue,InvestedCash
2009-03-26,58,1015.4730498989403,0.2727369627823661,"[0.10690526630549223, 0.11478926315333571, 0.29243084980633866, 378.8946694899634, -414.91080770623427, -373.7281613628983, -405522.5595875279]","[0.002629073665705079, 0.000439733062839052, 0.0017781139198266578, 1.344415171942321, 1.589110966313023, 2.2670943654261624, 1439.6939198726875]",946.274543552389,637.0947763097929
2009-03-27,59,1009.2321263912422,0.32011821004752317,"[0.1789578940671394, 0.09505666784348872, 0.22020831963421322, 340.3852849167542, -345.85400715314086, -275.1917991857945, -363543.07894229813]","[0.002762843486080441, 0.00041094742945091585, 0.0023731899885919353, 1.3488540420890256, 1.495575217974255, 2.9556236584292868, 1441.2769195631925]",935.2013795771522,427.0567140099184
2009-03-30,60,970.2106819530347,0.2970846050643573,"[0.15946394674138267, 0.06388094437773839, 0.057866495296623896, 302.24162312108217, -228.13793456173565, -70.94421079250549, -311451.12235707033]","[0.0023088230494034924, 0.00038569812501508104, 0.002394206069608537, 1.4489670690554035, 1.3772916517773213, 2.9124102337611406, 1492.4454035149631]",898.0351359352462,464.7136499802447
2009-03-31,61,985.0178772356095,0.29792207198500414,"[0.16205808115507997, 0.0807231079175547, 0.11509700042059556, 357.6904910689959, -286.60019627618374, -142.49213327962826, -369471.5928309391]","[0.002484655133024567, 0.000422055565797504, 0.002388928594809859, 1.553538481922144, 1.497824563186962, 2.94342314486727, 1603.9599692134882]",912.4369558537041,457.9171776732143
2009-04-01,62,998.7272380105542,0.30718753174644475,"[0.16379740166549203, 0.0933560547187922, 0.17730648181362463, 345.9503440565027, -331.4453412349282, -221.88182664051746, -364618.2346567657]","[0.002653536592425706, 0.00045583232223842847, 0.0022960821947793694, 1.4324381396342611, 1.6171439766206726, 2.863573571381311, 1510.0134850702632]",923.2251750686422,458.51693248687434
2009-04-02,63,1030.6660003626232,0.20780860310449945,"[0.010529887019947788, 0.12159373453418948, 0.30839972707722085, 341.78496086114836, -443.1100822663497, -398.03456590015685, -373556.4438110268]","[0.001985726372470511, 0.00039077399420298813, 0.001629378153172324, 1.2070539203376833, 1.4241418542715807, 2.097894424047986, 1320.756164349855]",966.2876185063304,934.6304947773713
2009-04-03,64,1040.0844144504974,0.24154667848905864,"[0.04592881407200958, 0.12896135689598384, 0.3192956302032829, 327.15093790693743, -477.1952315476202, -418.5768348427003, -359698.1225162627]","[0.002393946365601792, 0.0004336077077074344, 0.0012539678551823081, 1.2888925743987607, 1.6056629180218818, 1.6430560484953682, 1418.5184562091642]",975.9020643437436,839.5006052561362
2009-04-06,65,1042.3472905357974,0.27365937409586505,"[0.081407280934987, 0.10891633124506933, 0.33782079194188225, 285.4339769182587, -404.76926026005617, -441.8392858051284, -316617.7326571518]","[0.0026481762022642504, 0.0003971294418273736, 0.0013103674047028127, 1.2794437655144753, 1.476611181890726, 1.7127395779433994, 1420.562086915495]",976.919422484823,737.9010136020092
2009-04-07,66,1025.5779866471087,0.29352421375007887,"[0.11834164922185327, 0.10490222027167287, 0.2825439000039935, 271.8762387684272, -384.7179139153023, -359.6747937282974, -300379.17656609695]","[0.00268609829903597, 0.0003791423784280439, 0.002255648421591064, 1.213393801566549, 1.3908615175803065, 2.8626913674032624, 1341.9125435813341]",961.6145794828956,618.167369662062
2009-04-08,67,1019.6630170255149,0.27043194411371874,"[0.08178466562842587, 0.11585061006244304, 0.2846819954734968, 408.67822811622165, -415.3714530895134, -369.20077531947146, -434502.47118823044]","[0.002478826382864807, 0.0004606607386754932, 0.0014571184730305254, 1.3577219565273273, 1.6494969192854512, 1.8860604324821222, 1444.1820990328254]",957.9104840970934,719.0464316610511
2009-04-09,68,1048.4399273562337,0.23454448949129184,"[0.03462803311214521, 0.13656527967155735, 0.28756985818927855, 296.740781170045, -496.26946107363375, -383.8769591905953, -328015.870882272]","[0.002302339528324839, 0.0004134231231774993, 0.0010774830503764961, 1.275537831772301, 1.5018772805641385, 1.438738179856295, 1411.4035513789372]",984.163648948371,880.7784825634433
2009-04-10,69,1050.8930392977818,0.23406503442018955,"[0.03607936736281489, 0.13780061510385871, 0.2903556416635914, 243.4338138280392, -500.68141752155077, -387.60651943635247, -273064.8805440525]","[0.002317633332409477, 0.0004201762905139531, 0.0010966444483136064, 1.2273731451891663, 1.5261922228061697, 1.4642719594410731, 1378.4574014188204]",987.0136768231434,879.3082691314954
2009-04-13,70,1052.9692330579028,0.2363616429139349,"[0.03603594885388416, 0.13794482579661038, 0.299228446519661, 263.6111917211221, -501.1309883367426, -398.324608024218, -294444.16942572274]","[0.0023623079304673977, 0.00041538253598276566, 0.001114235841344661, 1.2770055865557857, 1.5086277229365541, 1.4834734073882576, 1428.0180474965305]",985.5214099636639,877.9431905992737
2009-04-14,71,1056.4246313079536,0.2096622177311623,"[0.008811498956616285, 0.1124907107533228, 0.3334693568369033, 253.04406846772116, -417.28140513984926, -439.1903833099675, -283458.1298768492]","[0.0021280812262234323, 0.0003636530828775443, 0.0012043065300054293, 1.2562451086378186, 1.349885121736191, 1.5856104041472365, 1408.9489413585143]",989.8761915491566,962.841160928745
2009-04-15,72,1052.6178714043565,0.22507752544143808,"[0.022389520759876894, 0.11937914414088778, 0.33679616186182376, 271.25816079380775, -442.47722531864787, -441.7132276911176, -302575.1042537311]","[0.0022784154464410545, 0.0003762990345776079, 0.001231606080528328, 1.263989952866427, 1.3957838734586911, 1.6142456446574478, 1411.5647341861684]",987.4681740712219,920.0528515125845
2009-04-16,73,1064.5661793431661,0.1735033749393358,"[-0.024307060902689397, 0.11211949050760325, 0.2844222402539414, 272.0400684045425, -418.32346813221596, -383.15419095795306, -303922.49244836834]","[0.001780569757664394, 0.00035923947863460127, 0.0010819270063214157, 1.3085719865801158, 1.341320648122678, 1.4586773919752025, 1463.622190382404]",999.9171949863915,1073.0553426456763
2009-04-17,74,1062.2891387287877,0.141712089833414,"[-0.044117951385227054, 0.11331457831853597, 0.2742102778369374, 261.62832055793365, -423.0901572962989, -369.6705113863238, -292614.06175192085]","[0.0013475542615207783, 0.00036031211258042816, 0.0009767295784893174, 1.2385717135238397, 1.3463847707902068, 1.3179049104768767, 1386.9852468628023]",999.2557753113401,1134.965894513514
